"名称","名称かな","所在地","TEL","FAX","備考","URL","利用可能時間","休館日_1","写真","参考URL2","爆心地からの距離","所有者等","構造","郵便番号","TEL(夜間・休日）","私立等・公立の別","開設者種別","科目","対応可能言語","登録区分","開館時間","休館日_2","設置学部","障害種別","類型","設置者","文化財分類","種類","文化財指定日","区名","介護保険事業所番号","申請者-法人名","状態区分","NO","行政区","水利種別","公私区分","施設ID","登録番号","担当区内通番号","経度","緯度","分類"
"医療法人　雖寿会　しみずこどもクリニック","","広島市安佐南区祇園三丁目１２－１２－２","082-846-0070","","","","","","","","","","","731-0138","","","","","","","","","","","","","","","","","","","","","","","","A048000967","","","132.460772999945","34.4393149999323","診療所"
"はしがみ心療内科クリニック","","広島市中区八丁堀１－１２　マスキ八丁堀ビル３Ｆ","082-502-1577","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000968","","","132.463769000102","34.3975729997941","診療所"
"ＡＢＣクリニック美容外科　広島院","","広島市中区鉄砲町８－１５　八重洲ビル５階","082-511-3531","","","","","","","","","","","730-0017","","","","","","","","","","","","","","","","","","","","","","","","A048000969","","","132.463991000177","34.3944739997488","診療所"
"広島市佐伯保健センター","","広島市佐伯区海老園１丁目４番５号","082-943-9731","","","","","","","","","","","731-5135","","","","","","","","","","","","","","","","","","","","","","","","A048000970","","","132.360211000201","34.364353999796","診療所"
"広島県赤十字血液センター","","広島市中区千田町二丁目５－５","","","","","","","","","","","","730-0052","","","","","","","","","","","","","","","","","","","","","","","","A048000971","","","132.453312000078","34.3789309999836","診療所"
"ふろなか内科呼吸器アレルギークリニック","","広島市安佐南区祇園三丁目１５－２５","082-832-2280","","","","","","","","","","","731-0138","","","","","","","","","","","","","","","","","","","","","","","","A048000972","","","132.444609000106","34.3976189998359","診療所"
"あおぞら診療所","","広島市安芸区中野七丁目２２－１１","082-880-0030","","","","","","","","","","","739-0321","","","","","","","","","","","","","","","","","","","","","","","","A048000973","","","132.592618000018","34.4223549998969","診療所"
"たかた内科クリニック","","広島市東区若草町１０番１５号　１Ｆ","082-263-5077","","","","","","","","","","","732-0053","","","","","","","","","","","","","","","","","","","","","","","","A048000974","","","132.479997999944","34.3978159997192","診療所"
"医療法人　いつかいち駅前内科","","広島市佐伯区五日市駅前一丁目５－１８－４０１","082-943-6022","","","","","","","","","","","731-5125","","","","","","","","","","","","","","","","","","","","","","","","A048000975","","","132.368656000177","34.3681459996738","診療所"
"そえだ眼科","","広島市佐伯区楽々園四丁目６－２３","082-208-1010","","","","","","","","","","","731-5136","","","","","","","","","","","","","","","","","","","","","","","","A048000976","","","132.352704000152","34.3633979997419","診療所"
"しんどう皮ふ科アレルギー科","","広島市南区段原日出一丁目１５－１３　４Ｆ","082-510-1322","","","","","","","","","","","732-0818","","","","","","","","","","","","","","","","","","","","","","","","A048000977","","","132.480780999942","34.3865229998726","診療所"
"祇園ふたばこどもクリニック","","広島市安佐南区山本三丁目１－１２","082-871-7770","","","","","","","","","","","731-0137","","","","","","","","","","","","","","","","","","","","","","","","A048000978","","","132.455778999974","34.4393059998811","診療所"
"石川内科外科クリニック","","広島市佐伯区海老園二丁目１０－２１","082-923-1100","","","","","","","","","","","731-5135","","","","","","","","","","","","","","","","","","","","","","","","A048000979","","","132.362048000196","34.3642649997796","診療所"
"広島県赤十字血液センター紙屋町出張所","","広島市中区紙屋町二丁目３－２０","","","","","","","","","","","","730-0031","","","","","","","","","","","","","","","","","","","","","","","","A048000980","","","132.456042000167","34.3936689998981","診療所"
"虹の里第２特別養護老人ホームクリニック","","広島市東区馬木三丁目２６－２－４","082-516-5225","","","","","","","","","","","732-0031","","","","","","","","","","","","","","","","","","","","","","","","A048000981","","","132.530929000072","34.435276999627","診療所"
"八丁堀脳外科","","広島市中区八丁堀１４－７　宮田ビル２Ｆ","082-511-1235","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000982","","","132.463533000184","34.3946139997529","診療所"
"いちごこどもクリニック","","広島市安佐南区川内五丁目１４－２０","082-870-1115","","","","","","","","","","","731-0102","","","","","","","","","","","","","","","","","","","","","","","","A048000983","","","132.484016999926","34.469555999848","診療所"
"広島アレルギー呼吸器クリニック八丁堀","","広島市中区八丁堀１４－７","082-511-5911","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000984","","","132.463281000184","34.394604999758","診療所"
"ナチュレ美容クリニック広島","","広島市中区八丁堀１２－４　八丁堀わかばビル５Ｆ","082-836-4821","","","","","","","","","","","730-0013","","","","","","","","","","","","","","","","","","","","","","","","A048000985","","","132.463692000174","34.3952919997568","診療所"
"メディックス広島脳ドッククリニック","","広島市中区大手町１丁目８－２０","082-248-4125","","","","","","","","","","","730-0051","","","","","","","","","","","","","","","","","","","","","","","","A048000986","","","132.45547800018","34.3938889999002","診療所"
"太田川東クリニック","","広島市東区戸坂山根一丁目２４－２０","082-220-0044","","","","","","","","","","","732-0002","","","","","","","","","","","","","","","","","","","","","","","","A048000987","","","132.489444000012","34.4338539998937","診療所"
"内科・脳神経内科・リハビリテーション科　宮﨑ゆうこクリニック","","広島市中区中町７－３５","082-247-1916","","","","","","","","","","","730-0037","","","","","","","","","","","","","","","","","","","","","","","","A048000988","","","132.456573000048","34.3909109999537","診療所"
"ゆめ眼科","","広島市南区皆実町二丁目８－１７","082-250-6405","","","","","","","","","","","734-0007","","","","","","","","","","","","","","","","","","","","","","","","A048000989","","","132.463792000177","34.3761599998815","診療所"
"特別養護老人ホーム　こころ三清荘診療所","","広島市佐伯区石内北一丁目１－１１","082-962-9880","","","","","","","","","","","731-5109","","","","","","","","","","","","","","","","","","","","","","","","A048000990","","","132.374919000136","34.4452669996763","診療所"
"可部南静養園カルム診療所","","広島市安佐北区可部南二丁目１９－３３","082-562-2503","","","","","","","","","","","731-0223","","","","","","","","","","","","","","","","","","","","","","","","A048000991","","","132.518858000046","34.5009589998216","診療所"
"ルネッサンス出汐内科整形外科医院","","広島市南区出汐一丁目３－３","082-250-0180","","","","","","","","","","","734-0001","","","","","","","","","","","","","","","","","","","","","","","","A048000993","","","132.476280000165","34.3801959997416","診療所"
"医療法人社団　明樟会　あおぞら健診・内科クリニック","","広島市中区三川町１－２０　ピンクリボン３９ビル７Ｆ・８Ｆ","082-246-1005","","","","","","","","","","","730-0029","","","","","","","","","","","","","","","","","","","","","","","","A048000995","","","132.462847000005","34.3906799998837","診療所"
"松阪内科医院","","広島市西区己斐本町三丁目５－７　エステート己斐本町ビル２Ｆ","082-272-5100","","","","","","","","","","","733-0812","","","","","","","","","","","","","","","","","","","","","","","","A048000996","","","132.429278999934","34.3978689997836","診療所"
